bc_label,model_output,row_num,dist,abs_dist
6,6,row20246,0,0
9,9,row18203,0,0
6,6,row16200,0,0
1,1,row00545,0,0
5,5,row03736,0,0
5,5,row03564,0,0
7,7,row21966,0,0
7,7,row22963,0,0
0,0,row00279,0,0
12,12,row11351,0,0
5,5,row03431,0,0
4,4,row03309,0,0
8,8,row07165,0,0
9,9,row08316,0,0
6,6,row20305,0,0
6,6,row04973,0,0
6,6,row18687,0,0
6,6,row05182,0,0
5,5,row03420,0,0
6,6,row16403,0,0
2,2,row01431,0,0
3,3,row02301,0,0
8,8,row14714,0,0
12,12,row11699,0,0
4,4,row02511,0,0
2,2,row01303,0,0
2,2,row01538,0,0
4,4,row02483,0,0
4,4,row23438,0,0
12,12,row12330,0,0
3,3,row02014,0,0
11,11,row10863,0,0
9,9,row07787,0,0
12,12,row12118,0,0
10,10,row09180,0,0
12,12,row11982,0,0
5,5,row04140,0,0
8,8,row14962,0,0
8,8,row17413,0,0
9,9,row18441,0,0
8,8,row14081,0,0
10,10,row09540,0,0
6,6,row19859,0,0
6,6,row15977,0,0
2,2,row01566,0,0
8,8,row17122,0,0
6,6,row16216,0,0
12,12,row11282,0,0
8,8,row14583,0,0
5,5,row13111,0,0
8,8,row14024,0,0
6,6,row04529,0,0
1,1,row00480,0,0
12,12,row11772,0,0
8,8,row16778,0,0
4,4,row02991,0,0
7,7,row22400,0,0
6,6,row15909,0,0
6,6,row19307,0,0
6,6,row05578,0,0
6,6,row19049,0,0
12,12,row11270,0,0
10,10,row09505,0,0
2,2,row01412,0,0
7,7,row21269,0,0
1,1,row00583,0,0
0,0,row00186,0,0
8,8,row07017,0,0
6,6,row20564,0,0
11,11,row10584,0,0
8,8,row17399,0,0
5,5,row04441,0,0
7,7,row21444,0,0
8,8,row14346,0,0
11,11,row09943,0,0
7,7,row20848,0,0
9,9,row18393,0,0
12,12,row11341,0,0
9,9,row18039,0,0
6,6,row05283,0,0
4,4,row03022,0,0
4,4,row23365,0,0
6,6,row04640,0,0
2,2,row01567,0,0
7,7,row23170,0,0
7,7,row22977,0,0
12,12,row12338,0,0
6,6,row05770,0,0
1,1,row00661,0,0
9,9,row08035,0,0
6,6,row05364,0,0
7,7,row22746,0,0
10,10,row09486,0,0
1,1,row00654,0,0
5,5,row03397,0,0
5,5,row13447,0,0
9,9,row18206,0,0
2,2,row01266,0,0
9,9,row08605,0,0
12,12,row11521,0,0
7,7,row20603,0,0
6,6,row05220,0,0
9,9,row08262,0,0
8,8,row14888,0,0
7,7,row06743,0,0
10,10,row09224,0,0
11,11,row10937,0,0
12,12,row11935,0,0
12,12,row12164,0,0
0,0,row00171,0,0
9,9,row18396,0,0
12,12,row11950,0,0
3,3,row02125,0,0
7,7,row22230,0,0
3,3,row02363,0,0
7,7,row21469,0,0
10,10,row08737,0,0
5,5,row03859,0,0
11,11,row09728,0,0
5,5,row04330,0,0
6,6,row05250,0,0
8,8,row14007,0,0
7,7,row22172,0,0
6,6,row19327,0,0
11,11,row09694,0,0
2,2,row01451,0,0
12,12,row11396,0,0
7,7,row22080,0,0
4,4,row23610,0,0
7,7,row22054,0,0
9,9,row18519,0,0
4,4,row03310,0,0
9,9,row17869,0,0
11,11,row10125,0,0
9,9,row08564,0,0
0,0,row00237,0,0
10,10,row09100,0,0
6,6,row15981,0,0
7,7,row22456,0,0
8,8,row17044,0,0
12,12,row11515,0,0
6,6,row19813,0,0
8,8,row13803,0,0
10,10,row09343,0,0
12,12,row11407,0,0
0,0,row00375,0,0
8,8,row15059,0,0
5,5,row13522,0,0
1,1,row00639,0,0
11,11,row10952,0,0
12,12,row11293,0,0
9,9,row08321,0,0
11,11,row10069,0,0
6,6,row19090,0,0
1,1,row00647,0,0
6,6,row15863,0,0
7,7,row20802,0,0
8,8,row15184,0,0
0,0,row00325,0,0
5,5,row13554,0,0
2,2,row01387,0,0
8,8,row13960,0,0
2,2,row01734,0,0
11,11,row10819,0,0
6,6,row04991,0,0
12,12,row11780,0,0
7,7,row06922,0,0
11,11,row10389,0,0
11,11,row09843,0,0
8,8,row14822,0,0
10,10,row09472,0,0
12,12,row11324,0,0
0,0,row00354,0,0
8,8,row16837,0,0
6,6,row19441,0,0
2,2,row01579,0,0
12,12,row12369,0,0
9,9,row18621,0,0
6,6,row19310,0,0
8,8,row15122,0,0
7,7,row21051,0,0
5,5,row04429,0,0
5,5,row03957,0,0
9,9,row18353,0,0
5,5,row03609,0,0
8,8,row07181,0,0
7,7,row06573,0,0
4,4,row23210,0,0
4,4,row03075,0,0
8,8,row16858,0,0
0,0,row00368,0,0
9,9,row17852,0,0
12,12,row12248,0,0
2,2,row01284,0,0
6,6,row15738,0,0
7,7,row22649,0,0
12,12,row11186,0,0
9,9,row08334,0,0
4,4,row03214,0,0
7,7,row22003,0,0
5,5,row13721,0,0
6,6,row19175,0,0
12,12,row11404,0,0
5,5,row03474,0,0
9,9,row18270,0,0
8,8,row16787,0,0
4,4,row03164,0,0
6,6,row20548,0,0
7,7,row21354,0,0
6,6,row16576,0,0
6,6,row16163,0,0
12,12,row11101,0,0
12,12,row12295,0,0
4,4,row03000,0,0
2,2,row01423,0,0
0,0,row00261,0,0
8,8,row16947,0,0
12,12,row11264,0,0
12,12,row12286,0,0
12,12,row12022,0,0
8,8,row17291,0,0
4,4,row23379,0,0
12,12,row11800,0,0
7,7,row21533,0,0
12,12,row11925,0,0
6,6,row16268,0,0
8,8,row13801,0,0
12,12,row11874,0,0
7,7,row13030,0,0
7,7,row20629,0,0
12,12,row11805,0,0
4,4,row23388,0,0
6,6,row16562,0,0
12,12,row11871,0,0
12,12,row11040,0,0
10,10,row09077,0,0
11,11,row10820,0,0
12,12,row11583,0,0
6,6,row19977,0,0
7,7,row23093,0,0
5,5,row03428,0,0
2,2,row00994,0,0
12,12,row11067,0,0
2,2,row01270,0,0
6,6,row15687,0,0
5,5,row13773,0,0
11,11,row10615,0,0
12,12,row12052,0,0
6,6,row20204,0,0
12,12,row11712,0,0
12,12,row11368,0,0
7,7,row21871,0,0
6,6,row19158,0,0
11,11,row10147,0,0
5,5,row03800,0,0
8,8,row16986,0,0
12,12,row11342,0,0
9,9,row08635,0,0
6,6,row05497,0,0
10,10,row09380,0,0
12,12,row12109,0,0
8,8,row15082,0,0
9,9,row18416,0,0
12,12,row11388,0,0
2,2,row01271,0,0
11,11,row10693,0,0
2,2,row01653,0,0
12,12,row11970,0,0
2,2,row01147,0,0
11,11,row10242,0,0
12,12,row11678,0,0
4,4,row23328,0,0
12,12,row11471,0,0
7,7,row22010,0,0
6,6,row15446,0,0
11,11,row10670,0,0
10,10,row09271,0,0
11,11,row10842,0,0
12,12,row11624,0,0
8,8,row14228,0,0
8,8,row14070,0,0
0,0,row00032,0,0
4,4,row23200,0,0
0,0,row00263,0,0
9,9,row08494,0,0
4,4,row23434,0,0
5,5,row13403,0,0
8,8,row16667,0,0
7,7,row21925,0,0
8,8,row13807,0,0
11,11,row10200,0,0
5,5,row04009,0,0
12,12,row12287,0,0
12,12,row12368,0,0
10,10,row09397,0,0
7,7,row21889,0,0
9,9,row17882,0,0
7,7,row22088,0,0
12,12,row11620,0,0
1,1,row00535,0,0
0,0,row00052,0,0
4,4,row03005,0,0
6,6,row04934,0,0
3,3,row02461,0,0
4,4,row03216,0,0
10,10,row08786,0,0
7,7,row22379,0,0
10,10,row08807,0,0
7,7,row12566,0,0
8,8,row14774,0,0
4,4,row23297,0,0
8,8,row14980,0,0
2,2,row01651,0,0
12,12,row11190,0,0
9,9,row18485,0,0
7,7,row20913,0,0
2,2,row00968,0,0
2,2,row01121,0,0
5,5,row04148,0,0
8,8,row13887,0,0
6,6,row05048,0,0
12,12,row12211,0,0
6,6,row05332,0,0
11,11,row09874,0,0
12,12,row11937,0,0
6,6,row05661,0,0
10,10,row09259,0,0
7,7,row23028,0,0
11,11,row10387,0,0
8,8,row17182,0,0
12,12,row11140,0,0
6,6,row04727,0,0
6,6,row19011,0,0
7,7,row20825,0,0
12,12,row11160,0,0
4,4,row03015,0,0
1,1,row00798,0,0
9,9,row08049,0,0
7,7,row21800,0,0
9,9,row17927,0,0
11,11,row10866,0,0
11,11,row10919,0,0
5,5,row13454,0,0
9,9,row18569,0,0
1,1,row00893,0,0
1,1,row00655,0,0
10,10,row08894,0,0
11,11,row09937,0,0
6,6,row18880,0,0
3,3,row02010,0,0
7,7,row20771,0,0
12,12,row11362,0,0
6,6,row16520,0,0
6,6,row20066,0,0
7,7,row22053,0,0
10,10,row09474,0,0
8,8,row14639,0,0
11,11,row10002,0,0
8,8,row13889,0,0
6,6,row19757,0,0
12,12,row12209,0,0
6,6,row15299,0,0
8,8,row16706,0,0
5,5,row04286,0,0
3,3,row02002,0,0
5,5,row03654,0,0
9,9,row18213,0,0
2,2,row01139,0,0
10,10,row09153,0,0
9,9,row08270,0,0
4,4,row02916,0,0
2,2,row00989,0,0
1,1,row00565,0,0
6,6,row19430,0,0
7,7,row06646,0,0
6,6,row16206,0,0
7,7,row06801,0,0
1,1,row00554,0,0
7,7,row21483,0,0
5,5,row03424,0,0
7,7,row22513,0,0
5,5,row04379,0,0
8,8,row13986,0,0
3,3,row01970,0,0
12,12,row11391,0,0
6,6,row04753,0,0
12,12,row11012,0,0
8,8,row14566,0,0
4,4,row02676,0,0
0,0,row00096,0,0
6,6,row19858,0,0
8,8,row13832,0,0
9,9,row08661,0,0
2,2,row01375,0,0
4,4,row23457,0,0
8,8,row16757,0,0
4,4,row03108,0,0
7,7,row06387,0,0
7,7,row06081,0,0
10,10,row09370,0,0
12,12,row11304,0,0
8,8,row13913,0,0
11,11,row09669,0,0
12,12,row11933,0,0
11,11,row09627,0,0
10,10,row08922,0,0
1,1,row00617,0,0
10,10,row09235,0,0
12,12,row12292,0,0
11,11,row09781,0,0
7,7,row06641,0,0
7,7,row12893,0,0
8,8,row16759,0,0
4,4,row02560,0,0
3,3,row01913,0,0
7,7,row12848,0,0
9,9,row18123,0,0
10,10,row09359,0,0
2,2,row01251,0,0
4,4,row23506,0,0
8,8,row14395,0,0
1,1,row00910,0,0
4,4,row23499,0,0
4,4,row23323,0,0
4,4,row23254,0,0
0,0,row00161,0,0
0,0,row00084,0,0
6,6,row19940,0,0
6,6,row19418,0,0
4,4,row23419,0,0
6,6,row15340,0,0
7,7,row21766,0,0
9,9,row17838,0,0
6,6,row04610,0,0
10,10,row09451,0,0
6,6,row18937,0,0
6,6,row20401,0,0
12,12,row11765,0,0
12,12,row11787,0,0
5,5,row13712,0,0
11,11,row09953,0,0
7,7,row21262,0,0
10,10,row08752,0,0
1,1,row00704,0,0
11,11,row10945,0,0
12,12,row11851,0,0
5,5,row04247,0,0
12,12,row12190,0,0
6,6,row16454,0,0
7,7,row20827,0,0
6,6,row04643,0,0
11,11,row09790,0,0
7,7,row20923,0,0
10,10,row09433,0,0
6,6,row05590,0,0
6,6,row20285,0,0
9,9,row08250,0,0
2,2,row01238,0,0
8,8,row17163,0,0
12,12,row12030,0,0
9,9,row08089,0,0
4,4,row02939,0,0
5,5,row13139,0,0
7,7,row06806,0,0
6,6,row15615,0,0
5,5,row13448,0,0
4,4,row23624,0,0
8,8,row14306,0,0
6,6,row15310,0,0
12,12,row11279,0,0
12,12,row12309,0,0
8,8,row07347,0,0
11,11,row10986,0,0
4,4,row03097,0,0
8,8,row16735,0,0
6,6,row15559,0,0
12,12,row11671,0,0
7,7,row20993,0,0
0,0,row00303,0,0
6,6,row20067,0,0
3,3,row02458,0,0
1,1,row00581,0,0
8,8,row16829,0,0
7,7,row12636,0,0
6,6,row05240,0,0
8,8,row07399,0,0
12,12,row11143,0,0
11,11,row10872,0,0
7,7,row21680,0,0
12,12,row11167,0,0
5,5,row04154,0,0
6,6,row19517,0,0
3,3,row02045,0,0
8,8,row07487,0,0
7,7,row22402,0,0
7,7,row20808,0,0
8,8,row14990,0,0
10,10,row09557,0,0
1,1,row00638,0,0
2,2,row01369,0,0
11,11,row10877,0,0
7,7,row22325,0,0
3,3,row02237,0,0
6,6,row15267,0,0
7,7,row20812,0,0
9,9,row08040,0,0
12,12,row11723,0,0
7,7,row21126,0,0
2,2,row01307,0,0
5,5,row13738,0,0
4,4,row23211,0,0
5,5,row13169,0,0
4,4,row02587,0,0
5,5,row03963,0,0
9,9,row08153,0,0
5,5,row04440,0,0
10,10,row09446,0,0
12,12,row11949,0,0
5,5,row13757,0,0
4,4,row23354,0,0
2,2,row01728,0,0
6,6,row05231,0,0
12,12,row12074,0,0
8,8,row17386,0,0
8,8,row17287,0,0
12,12,row11929,0,0
6,6,row15349,0,0
5,5,row03748,0,0
8,8,row17728,0,0
7,7,row06222,0,0
11,11,row10839,0,0
2,2,row01787,0,0
6,6,row06015,0,0
10,10,row08915,0,0
9,9,row18211,0,0
8,8,row07044,0,0
1,1,row00902,0,0
7,7,row22574,0,0
9,9,row18330,0,0
1,1,row00553,0,0
2,2,row01747,0,0
6,6,row18914,0,0
5,5,row13760,0,0
6,6,row05302,0,0
7,7,row06413,0,0
2,2,row01155,0,0
8,8,row14750,0,0
5,5,row03593,0,0
11,11,row10235,0,0
6,6,row20142,0,0
8,8,row14354,0,0
4,4,row02696,0,0
6,6,row18996,0,0
6,6,row16581,0,0
8,8,row14066,0,0
1,1,row00663,0,0
12,12,row11540,0,0
5,5,row13401,0,0
7,7,row22607,0,0
10,10,row09102,0,0
12,12,row12171,0,0
11,11,row09732,0,0
6,6,row15932,0,0
2,2,row01351,0,0
11,11,row10232,0,0
7,7,row21410,0,0
2,2,row01454,0,0
4,4,row23494,0,0
6,6,row18787,0,0
6,6,row19819,0,0
0,0,row00364,0,0
4,4,row23424,0,0
9,9,row08044,0,0
11,11,row09803,0,0
1,1,row00472,0,0
6,6,row04719,0,0
12,12,row12019,0,0
11,11,row10507,0,0
8,8,row14264,0,0
8,8,row14246,0,0
6,6,row05493,0,0
6,6,row15655,0,0
4,4,row03212,0,0
9,9,row18338,0,0
6,6,row20484,0,0
4,4,row23709,0,0
8,8,row17000,0,0
11,11,row09900,0,0
7,7,row20834,0,0
7,7,row20900,0,0
12,12,row11181,0,0
12,12,row11811,0,0
12,12,row11710,0,0
7,7,row21960,0,0
5,5,row13110,0,0
6,6,row16140,0,0
8,8,row14443,0,0
6,6,row19163,0,0
4,4,row23464,0,0
9,9,row18537,0,0
8,8,row14093,0,0
0,0,row00350,0,0
9,9,row18044,0,0
11,11,row10354,0,0
1,1,row00736,0,0
1,1,row00688,0,0
6,6,row16258,0,0
8,8,row07254,0,0
0,0,row00360,0,0
12,12,row12318,0,0
10,10,row08974,0,0
4,4,row02854,0,0
8,8,row07398,0,0
6,6,row18802,0,0
7,7,row22943,0,0
11,11,row10987,0,0
10,10,row08991,0,0
6,6,row16298,0,0
12,12,row11298,0,0
6,6,row04509,0,0
6,6,row18929,0,0
8,8,row07488,0,0
8,8,row17164,0,0
0,0,row00314,0,0
10,10,row08715,0,0
11,11,row09725,0,0
9,9,row18309,0,0
8,8,row17082,0,0
7,7,row22241,0,0
6,6,row19274,0,0
2,2,row01535,0,0
4,4,row23437,0,0
8,8,row14355,0,0
6,6,row04672,0,0
5,5,row13662,0,0
6,6,row18730,0,0
12,12,row11438,0,0
1,1,row00886,0,0
9,9,row18159,0,0
7,7,row22397,0,0
4,4,row03085,0,0
11,11,row10212,0,0
7,7,row20759,0,0
6,6,row20317,0,0
12,12,row11127,0,0
11,11,row09851,0,0
6,6,row19769,0,0
11,11,row10003,0,0
9,9,row08215,0,0
8,8,row14367,0,0
11,11,row10497,0,0
11,11,row09586,0,0
2,2,row01441,0,0
12,12,row12080,0,0
12,12,row12366,0,0
6,6,row04849,0,0
7,7,row21087,0,0
10,10,row09022,0,0
1,1,row00911,0,0
12,12,row11047,0,0
5,5,row04423,0,0
12,12,row11079,0,0
12,12,row11299,0,0
5,5,row03896,0,0
5,5,row04193,0,0
6,6,row18731,0,0
12,12,row11675,0,0
4,4,row03073,0,0
8,8,row16746,0,0
6,6,row15580,0,0
7,7,row06123,0,0
1,1,row00562,0,0
8,8,row06984,0,0
12,12,row11607,0,0
5,5,row03584,0,0
7,7,row21524,0,0
12,12,row12000,0,0
2,2,row01587,0,0
6,6,row05653,0,0
10,10,row09368,0,0
8,8,row16885,0,0
0,0,row00121,0,0
9,9,row17933,0,0
7,7,row22604,0,0
1,1,row00876,0,0
5,5,row04021,0,0
6,6,row19038,0,0
7,7,row12827,0,0
6,6,row15354,0,0
11,11,row10066,0,0
2,2,row01046,0,0
8,8,row14325,0,0
8,8,row16795,0,0
7,7,row22112,0,0
8,8,row07638,0,0
6,6,row19765,0,0
5,5,row13735,0,0
4,4,row02956,0,0
10,10,row08884,0,0
6,6,row05628,0,0
8,8,row17131,0,0
0,0,row00196,0,0
8,8,row17190,0,0
12,12,row11686,0,0
8,8,row17779,0,0
12,12,row11527,0,0
12,12,row11006,0,0
7,7,row12887,0,0
11,11,row09980,0,0
8,8,row14405,0,0
6,6,row18842,0,0
7,7,row21336,0,0
6,6,row19419,0,0
8,8,row14047,0,0
4,4,row03076,0,0
9,9,row08333,0,0
11,11,row10251,0,0
1,1,row00549,0,0
10,10,row09176,0,0
7,7,row20819,0,0
7,7,row20628,0,0
5,5,row04478,0,0
6,6,row16565,0,0
9,9,row07900,0,0
11,11,row09650,0,0
12,12,row11858,0,0
2,2,row01507,0,0
6,6,row19092,0,0
8,8,row16675,0,0
8,8,row07602,0,0
11,11,row09610,0,0
8,8,row16758,0,0
5,5,row03573,0,0
8,8,row15073,0,0
6,6,row05426,0,0
6,6,row05738,0,0
4,4,row03171,0,0
9,9,row07987,0,0
1,1,row00724,0,0
7,7,row06607,0,0
6,6,row04984,0,0
2,2,row01540,0,0
4,4,row23372,0,0
11,11,row10811,0,0
7,7,row13033,0,0
12,12,row11852,0,0
7,7,row22031,0,0
8,8,row07205,0,0
11,11,row10838,0,0
8,8,row14282,0,0
7,7,row21055,0,0
3,3,row02283,0,0
6,6,row04752,0,0
3,3,row02205,0,0
11,11,row10223,0,0
5,5,row04461,0,0
9,9,row17983,0,0
0,0,row00136,0,0
9,9,row07986,0,0
11,11,row10742,0,0
1,1,row00622,0,0
1,1,row00567,0,0
4,4,row03182,0,0
12,12,row11093,0,0
0,0,row00226,0,0
8,8,row13949,0,0
9,9,row07879,0,0
8,8,row14229,0,0
11,11,row09711,0,0
11,11,row10755,0,0
6,6,row20449,0,0
3,3,row02393,0,0
9,9,row18320,0,0
7,7,row22321,0,0
7,7,row12588,0,0
3,3,row01883,0,0
9,9,row07970,0,0
2,2,row01510,0,0
11,11,row09649,0,0
12,12,row11462,0,0
5,5,row13584,0,0
12,12,row12352,0,0
7,7,row06713,0,0
3,3,row02376,0,0
2,2,row01327,0,0
12,12,row11835,0,0
6,6,row18782,0,0
7,7,row21574,0,0
12,12,row11931,0,0
1,1,row00860,0,0
11,11,row09773,0,0
5,5,row13239,0,0
9,9,row08433,0,0
3,3,row02111,0,0
11,11,row10390,0,0
7,7,row22516,0,0
12,12,row11452,0,0
4,4,row23672,0,0
11,11,row10459,0,0
11,11,row10306,0,0
4,4,row23450,0,0
7,7,row20758,0,0
6,6,row20558,0,0
7,7,row22244,0,0
1,1,row00510,0,0
11,11,row10412,0,0
11,11,row10447,0,0
10,10,row09243,0,0
12,12,row11880,0,0
7,7,row06330,0,0
11,11,row10349,0,0
12,12,row12135,0,0
7,7,row20918,0,0
4,4,row03077,0,0
1,1,row00532,0,0
9,9,row08277,0,0
9,9,row18130,0,0
7,7,row22531,0,0
12,12,row11743,0,0
11,11,row09987,0,0
8,8,row14412,0,0
0,0,row00258,0,0
6,6,row15554,0,0
5,5,row13048,0,0
6,6,row15568,0,0
6,6,row20012,0,0
12,12,row11292,0,0
12,12,row12226,0,0
8,8,row15042,0,0
4,4,row03315,0,0
7,7,row06300,0,0
9,9,row18303,0,0
6,6,row05265,0,0
12,12,row11242,0,0
4,4,row03129,0,0
12,12,row11801,0,0
0,0,row00153,0,0
7,7,row20733,0,0
0,0,row00023,0,0
9,9,row18218,0,0
8,8,row14961,0,0
8,8,row13847,0,0
4,4,row23435,0,0
7,7,row22175,0,0
2,2,row01352,0,0
6,6,row19249,0,0
5,5,row13767,0,0
3,3,row02364,0,0
11,11,row10506,0,0
11,11,row09644,0,0
4,4,row02705,0,0
5,5,row03543,0,0
8,8,row16952,0,0
8,8,row07095,0,0
2,2,row01127,0,0
8,8,row17279,0,0
11,11,row09991,0,0
2,2,row01007,0,0
6,6,row15380,0,0
4,4,row03287,0,0
12,12,row11487,0,0
7,7,row22668,0,0
1,1,row00815,0,0
5,5,row13417,0,0
1,1,row00623,0,0
7,7,row06917,0,0
12,12,row12234,0,0
7,7,row21885,0,0
2,2,row01427,0,0
11,11,row10472,0,0
9,9,row18139,0,0
3,3,row02097,0,0
11,11,row09957,0,0
2,2,row01625,0,0
7,7,row12397,0,0
8,8,row17328,0,0
7,7,row22701,0,0
9,9,row18423,0,0
6,6,row19758,0,0
5,5,row13310,0,0
3,3,row02100,0,0
7,7,row06492,0,0
7,7,row06578,0,0
10,10,row09217,0,0
12,12,row11542,0,0
5,5,row03873,0,0
7,7,row06670,0,0
8,8,row14994,0,0
8,8,row14205,0,0
8,8,row14885,0,0
1,1,row00487,0,0
11,11,row10482,0,0
6,6,row04892,0,0
6,6,row19014,0,0
1,1,row00611,0,0
8,8,row07546,0,0
4,4,row23287,0,0
0,0,row00210,0,0
5,5,row04056,0,0
4,4,row03227,0,0
6,6,row16242,0,0
7,7,row21045,0,0
12,12,row11475,0,0
7,7,row23053,0,0
12,12,row11020,0,0
4,4,row23444,0,0
7,7,row21020,0,0
11,11,row10931,0,0
11,11,row10100,0,0
6,6,row05239,0,0
12,12,row11000,0,0
6,6,row05331,0,0
6,6,row04974,0,0
10,10,row09250,0,0
12,12,row11967,0,0
6,6,row15234,0,0
4,4,row03204,0,0
8,8,row13826,0,0
7,7,row22576,0,0
6,6,row16026,0,0
11,11,row10697,0,0
4,4,row23502,0,0
7,7,row21665,0,0
11,11,row10828,0,0
7,7,row22827,0,0
6,6,row18762,0,0
3,3,row01901,0,0
6,6,row05293,0,0
4,4,row23399,0,0
12,12,row11320,0,0
9,9,row07940,0,0
3,3,row02098,0,0
8,8,row14855,0,0
7,7,row23018,0,0
12,12,row12029,0,0
12,12,row11998,0,0
3,3,row01821,0,0
10,10,row08902,0,0
4,4,row03176,0,0
6,6,row16464,0,0
6,6,row20039,0,0
11,11,row09619,0,0
6,6,row19042,0,0
6,6,row15681,0,0
5,5,row13348,0,0
8,8,row07465,0,0
9,9,row18058,0,0
11,11,row10886,0,0
8,8,row16780,0,0
7,7,row20910,0,0
7,7,row20668,0,0
10,10,row08835,0,0
6,6,row16543,0,0
10,10,row08928,0,0
0,0,row00208,0,0
5,5,row13749,0,0
0,0,row00179,0,0
11,11,row10338,0,0
12,12,row11469,0,0
8,8,row14445,0,0
7,7,row22265,0,0
5,5,row03955,0,0
1,1,row00669,0,0
2,2,row01002,0,0
5,5,row13122,0,0
5,5,row03512,0,0
10,10,row08687,0,0
8,8,row14464,0,0
6,6,row05605,0,0
10,10,row09542,0,0
7,7,row21647,0,0
11,11,row10346,0,0
8,8,row17177,0,0
12,12,row12325,0,0
12,12,row11142,0,0
0,0,row00344,0,0
9,9,row08221,0,0
6,6,row05117,0,0
10,10,row08921,0,0
11,11,row09826,0,0
8,8,row14630,0,0
2,2,row01182,0,0
9,9,row08508,0,0
12,12,row12364,0,0
11,11,row10402,0,0
4,4,row23403,0,0
6,6,row19788,0,0
3,3,row01843,0,0
9,9,row18530,0,0
8,8,row17361,0,0
9,9,row08138,0,0
6,6,row19954,0,0
10,10,row09169,0,0
12,12,row11692,0,0
12,12,row11591,0,0
11,11,row10330,0,0
8,8,row17218,0,0
11,11,row09857,0,0
5,5,row13346,0,0
11,11,row10373,0,0
6,6,row19734,0,0
10,10,row08969,0,0
5,5,row13463,0,0
9,9,row08170,0,0
2,2,row01559,0,0
0,0,row00411,0,0
6,6,row05565,0,0
10,10,row08994,0,0
1,1,row00591,0,0
7,7,row06921,0,0
11,11,row10917,0,0
12,12,row11069,0,0
5,5,row03739,0,0
7,7,row20615,0,0
4,4,row03102,0,0
6,6,row04514,0,0
5,5,row13082,0,0
7,7,row06563,0,0
7,7,row22050,0,0
6,6,row19815,0,0
2,2,row01667,0,0
8,8,row14210,0,0
12,12,row11392,0,0
3,3,row02338,0,0
6,6,row19140,0,0
10,10,row09232,0,0
6,6,row20495,0,0
4,4,row23441,0,0
4,4,row23242,0,0
9,9,row18576,0,0
9,9,row07709,0,0
6,6,row19058,0,0
10,10,row09051,0,0
8,8,row13842,0,0
5,5,row13341,0,0
9,9,row18255,0,0
8,8,row17393,0,0
6,6,row16624,0,0
8,8,row14663,0,0
11,11,row10388,0,0
9,9,row07907,0,0
10,10,row09214,0,0
11,11,row10600,0,0
5,5,row04214,0,0
9,9,row18281,0,0
8,8,row14611,0,0
7,7,row22072,0,0
1,1,row00727,0,0
4,4,row23475,0,0
9,9,row07886,0,0
4,4,row02920,0,0
9,9,row08319,0,0
5,5,row04405,0,0
8,8,row07362,0,0
7,7,row21947,0,0
7,7,row21651,0,0
6,6,row04593,0,0
3,3,row02426,0,0
2,2,row01345,0,0
1,1,row00817,0,0
12,12,row12152,0,0
0,0,row00264,0,0
5,5,row13427,0,0
8,8,row14303,0,0
0,0,row00124,0,0
0,0,row00077,0,0
9,9,row18513,0,0
8,8,row14619,0,0
7,7,row22546,0,0
4,4,row03218,0,0
8,8,row17363,0,0
12,12,row11498,0,0
3,3,row02361,0,0
11,11,row10274,0,0
4,4,row23668,0,0
8,8,row15189,0,0
11,11,row10343,0,0
10,10,row08732,0,0
8,8,row13928,0,0
11,11,row10121,0,0
6,6,row04799,0,0
6,6,row19767,0,0
6,6,row05544,0,0
12,12,row11019,0,0
8,8,row14332,0,0
8,8,row14010,0,0
2,2,row01274,0,0
0,0,row00205,0,0
8,8,row14856,0,0
6,6,row19790,0,0
8,8,row13910,0,0
10,10,row09061,0,0
10,10,row09074,0,0
4,4,row02733,0,0
10,10,row09004,0,0
4,4,row02533,0,0
6,6,row15968,0,0
6,6,row20354,0,0
10,10,row09382,0,0
4,4,row02903,0,0
4,4,row02630,0,0
0,0,row00381,0,0
8,8,row13848,0,0
6,6,row19331,0,0
12,12,row11877,0,0
8,8,row14322,0,0
9,9,row08473,0,0
11,11,row10040,0,0
2,2,row01154,0,0
12,12,row11397,0,0
7,7,row22559,0,0
11,11,row09897,0,0
7,7,row06514,0,0
11,11,row09981,0,0
3,3,row02340,0,0
0,0,row00028,0,0
6,6,row05781,0,0
11,11,row09959,0,0
8,8,row15137,0,0
12,12,row11204,0,0
3,3,row01879,0,0
6,6,row20435,0,0
8,8,row07421,0,0
6,6,row16159,0,0
11,11,row10714,0,0
8,8,row07352,0,0
7,7,row22846,0,0
0,0,row00019,0,0
1,1,row00914,0,0
5,5,row13422,0,0
12,12,row12215,0,0
5,5,row03920,0,0
7,7,row12960,0,0
8,8,row14516,0,0
11,11,row10962,0,0
7,7,row06432,0,0
2,2,row01674,0,0
2,2,row01006,0,0
7,7,row06119,0,0
12,12,row11826,0,0
5,5,row13123,0,0
2,2,row01366,0,0
11,11,row09653,0,0
7,7,row20786,0,0
8,8,row07324,0,0
11,11,row10913,0,0
7,7,row22317,0,0
10,10,row09395,0,0
9,9,row18640,0,0
2,2,row01783,0,0
7,7,row20784,0,0
6,6,row05340,0,0
12,12,row12045,0,0
6,6,row15538,0,0
4,4,row02724,0,0
12,12,row11507,0,0
9,9,row17909,0,0
1,1,row00546,0,0
8,8,row14724,0,0
10,10,row09293,0,0
5,5,row13615,0,0
4,4,row02869,0,0
6,6,row18784,0,0
10,10,row09195,0,0
